position,skills,experience,company_name,job_locations,education,job_type,workplace,vacancies,salary,posted_date,deadline,source,job_url
"Assistant Manager, ICT (IT Operations & Infrastructure)",ERP Systems; Hospital management; Infrastructure Development; IT Infrastructure; IT Project Management; Laboratory Management; Network Administration; Server Management; Supervisory Skill; Team Leading,"4 to 6 years The applicants should have experience in the following business area(s): Diagnostic Centre, Healthcare/Lifestyle product, Hospital, IT Enabled Service, Pharmaceutical/Medicine Companies",Popular Diagnostic Centre Ltd,Dhaka (Dhanmondi),"Bachelor of Science (BSc) in Computer Science, Computer Engineering EEE, ICT, or a related discipline; a Master`s degree or relevant professional certification (e.g., ITIL, CCNA, PMP) will be an added",FullTime,Office,1,Negotiable,2026-09-21,2026-10-06,bdjobs.com,https://bdjobs.com/h/details/1535420
Executive - IT,CCNA (Cisco Certified Network Associate); Docker; Mariadb; MTCNA; MTCRE; MySQL CPANEL Apache Server; Cisco; PostgreSQL; Zimbra; MySQL,"3 to 5 years The applicants should have experience in the following business area(s): IT Enabled Service, Agro based firms (incl. Agro Processing/Seed/GM)",AR Malik Seeds Private Limited,Dhaka (Aftabnagar),"Bachelor of Science (BSc) in Computer Science & Engineering, Information Technology Bachelor's degree in CSE, IT, or a related field, with at least 3 years of relevant hands-on experience. Strong prac",FullTime,,1,Negotiable,2026-09-21,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535698
IT Officer,CCTV; Computer Hardware Maintenance; Switches; Routers; Network Troubleshooting; LAN; WAN,"5 to 8 years The applicants should have experience in the following business area(s): Manufacturing (FMCG), Garments, Textile, Leather goods/ Footwear/ Tannery, Group of Companies, Jute Goods/ Jute Yarn, Sweater Industry, Handicraft",Pacific A-1 Group,Magura (Magura Sadar),Bachelor of Science (BSc) in Computer Science Master of Science (MSc) in Computer Science,FullTime,Office,1,Negotiable,2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1536053
Sales Executive - Computer,Consumer Durables - Sales & Marketing; Marketing and Sales; Retail Sales; Sales & Marketing; sales and Distribution; Sales Development; Salesman; Strategic Planning; Sales Target Achievement; Computer Literacy,"2 to 5 years The applicants should have experience in the following business area(s): Computer Hardware/Network Companies, Retail Store Freshers are also encouraged to apply.",MICRO GALLERY,Dhaka (Dhaka Sadar),,FullTime,Office,2,Tk. 15000 - 20000 (Monthly),2026-09-21,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1535988
Trainer- Digital Marketing for Freelancing (Level 4),Compliance; Digital Marketing (Social Media Marketing); Record Keeping; Reporting and Documentation; Search Engine Optimization (SEO); Social Media Marketing,"3 to 4 years The applicants should have experience in the following business area(s): NGO, Development Agency",Bangladesh Labour Foundation (BLF),Anywhere in Bangladesh,"Bachelor of Business Administration (BBA) in Marketing Bachelor’s or Master’s degree in Marketing, Business Administration, Computer Science, Mass Communication, or a related discipline.",FullTime,Office,1,--,2026-09-21,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1536019
IT In-Charge,Access Control; CCTV; DHCP; ERP Software; LAN; WAN; RMG Sector; Switches; Routers,At least 5 years The applicants should have experience in the following business area(s): Garments,Trust Knitwear Industries Ltd.,Gazipur,"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor’s degree in Computer Science, Computer Science & Engineering (CSE), Information Technology (IT) or a related discipline. Profession",FullTime,,1,Negotiable,2026-09-20,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535885
Assistant IT Coordination Engineer,CCNA (Cisco Certified Network Associate); CompTIA; ITIL; Hardware & Networking; System Administration; Business Software,"2 to 3 years The applicants should have experience in the following business area(s): IT Enabled Service, Telecommunication",STANDARD MH GROUP,Gazipur,Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Information Technology Bachelor of Science (BSc) in Computer Science Diploma in Computer Bachelor’s degree in C,FullTime,Office,1,Negotiable,2026-09-20,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535617
Junior Web Developer,Backend Development; Front-end Development; Web; Website Development; PHP Programming; HTML5 & CSS3; React.js; Next.js,"1 to 3 years The applicants should have experience in the following business area(s): Business-to-Business (B2B) Software and Services Startup, IT Enabled Service, Software Company Freshers are also encouraged to apply.",OsesIT,Dhaka (Mohammadpur),Bachelor of Science (BSc) Major in: Computer Science & Engineering (CSE) Information Technology (IT) Software Engineering Or a related field.,FullTime,Office,10,Negotiable,2026-09-20,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535880
Digital Marketing Executive,B2B Marketing; Canva; Content Marketing; Digital Marketing (Social Media Marketing); Facebook marketing; Lead Generation; Lead management; Search Engine Optimization (SEO); Social Media Management; Market Research; Strategic Planning,"1 to 3 years The applicants should have experience in the following business area(s): E-commerce, IT Enabled Service, Software Company",Somikoron IT Ltd,Dhaka,"Bachelor of Science (BSc) in Marketing · Bachelor`s degree in Marketing, Business Administration, IT or a related field.",FullTime,Office,1,Tk. 25000 - 30000 (Monthly),2026-09-20,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1535816
Business Development Analyst - Night Shift,Client Relationship; Process Improvement; Quality assurance and control; Relationship Management; Vendor Management,NA,Apex Data Management & IT Ltd,Dhaka (Banani),,FullTime,Office,7,Tk. 40000 - 50000 (Monthly),2026-09-20,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535776
IT Executive,IT Services; IT Support Service,"2 to 3 years The applicants should have experience in the following business area(s): E-commerce, E-commerce Startup, F-commerce",Moshal Bazar,Naogaon,,FullTime,Office,1,Negotiable,2026-09-20,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535555
NOC Engineer,NOC; Network Engineering; Mikrotik; CCNA (Cisco Certified Network Associate),"1 to 4 years The applicants should have experience in the following business area(s): BPO/ Data Entry Firm, ISP, Software Company",Cherry Enterprise,Dhaka,Bachelor of Science (BSc) Diploma in Computer Certificate in Marine Trade Cisco Certified Network Associate (CCNA) added advantage. MikroTik Certified Network Associate (MTCNA) added advantage.,FullTime,Office,2,Negotiable,2026-09-20,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535596
Website Developer & Social Media Content Writer,Canva; Digital Marketing (Social Media Marketing); Photoshop; Search Engine Optimization (SEO); Social Media Management; WordPress; Adobe Illustrator; Adobe Photoshop; Canva Pro,"At least 1 year The applicants should have experience in the following business area(s): Online Newspaper/ News Portal, Software Company Freshers are also encouraged to apply.",Bangladesh News Agency,Dhaka,,FullTime,Office,1,Tk. 15000 - 20000 (Monthly),2026-09-20,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1534890
DevOps Engineer,DevOps; System Administration; docker; Server and Database configuration; AWS,At least 2 years The applicants should have experience in the following business area(s): Real Estate,KSF Luxury Homes Limited,Dhaka (DOHS Mirpur),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor’s degree in Computer Science, Software Engineering, Information Technology, or a related field. Relevant professional certification",FullTime,Office,1,Negotiable,2026-09-20,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535367
Software Engineer (App Developer),Android application development; Mobile App Development; Web Application Development; Flutter; JavaScript; REST API; JSON; MySQL,At least 2 years The applicants should have experience in the following business area(s): Real Estate,KSF Luxury Homes Limited,Dhaka (DOHS Mirpur),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor’s degree in Computer Science, Software Engineering, Information Technology, or a related field. Candidates with strong practical ap",FullTime,Office,1,Negotiable,2026-09-20,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535360
Software Engineer (Web Developer),Web; Website Development; HTML5 & CSS3; JavaScript; MySQL; REST API; Node.js; PHP Laravel; Python Django,At least 2 years The applicants should have experience in the following business area(s): Real Estate,KSF Luxury Homes Limited,Dhaka (DOHS Mirpur),"Bachelor of Science (BSc) in Computer Science & Engineering Bachelor’s degree in Computer Science, Software Engineering, Information Technology, or a related field. Candidates with strong practical de",FullTime,Office,1,Negotiable,2026-09-20,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535356
MIS & ICT Officer,Accounting Data Entry; Cash Purchase; Computer Literacy; IT Support Service; Microsoft Excel; Problem-solving skill; Software Implementation; Transaction Banking; MIS; MIS Reporting; ICT; IT System Management,"1 to 5 years The applicants should have experience in the following business area(s): Super store, Departmental store, Retail Store, Grocery shop",Big Bazar Super Shop,"Dhaka (Banglamotor, Eskaton, Wari)",Diploma in Computer in MIS/IT Bachelor of Business Administration (BBA) in MIS/IT Bachelor of Computer Application (BCA) in MIS/IT Master of Business Administration (MBA) in MIS/IT Bachelor of Commerc,FullTime,Office,1,Tk. 20000 - 35000 (Monthly),2026-09-20,2026-10-20,bdjobs.com,https://bdjobs.com/h/details/1535303
E-commerce SEO Expert & Content Writer (English),Content Marketing; Content writing; E-Commerce products; Ecommerce; Ecommerce Marketing; Graphic Design; Search Engine Optimization (SEO); SEO and Digital Marketing; keyword research,"At least 3 years The applicants should have experience in the following business area(s): Advertising Agency, Business-to-Business (B2B) Software and Services Startup, Direct Selling/Marketing Service Company, E-commerce, F-commerce, Market Research Firms, Web Media/Blog",Future Digit,"Dhaka, Dhaka (Adabor)","Bachelor’s Degree in Marketing, Business, English, CSE or relevant discipline. Professional experience in SEO, copywriting, product promotion, or digital marketing will be an advantage.",FullTime,Office,2,Tk. 18000 - 23000 (Monthly),2026-09-20,2026-09-30,bdjobs.com,https://bdjobs.com/h/details/1535448
"Project Officer, Management Information System (MIS), Early Childhood Development, HCMP",MIS; Data Collection; Data Visualization; Quality Assurance; Technical Support,"At least 2 years The applicants should have experience in the following business area(s): Development Agency, NGO",BRAC,"Cox`s Bazar (Cox's Bazar Sadar, Ramu, Teknaf, Ukhia)","Bachelor in MIS, Statistics, Data Science, or relevant discipline from any UGC approved reputed university/institute. Training in MIS systems, database management, or digital data tools (e.g., KoBo, O",Contract,Office,1,Negotiable,2026-09-20,2026-09-27,bdjobs.com,https://bdjobs.com/h/details/1535576
Senior Software Developer- Laravel,AWS Cloud; MySQL database; PHP Laravel; REST API; Security Management; Software Development; Ubuntu Linux; Code Review; Debugging; DevOps; Linux server; System Architecture,At least 4 years The applicants should have experience in the following business area(s): Software Company,ADEVS,Narayanganj (Siddirganj),,FullTime,Office,2,Tk. 50000 - 60000 (Monthly),2026-09-19,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535432
Senior Web Developer,Coding; Domain Knowledge; Hosting; HTML5 & CSS3; PHP; SEO and Digital Marketing; Web; Website Development; Website Management; Website SEO; WordPress; JavaScript; MySQL,"2 to 3 years The applicants should have experience in the following business area(s): E-commerce, IT Enabled Service, Software Company, Web Media/Blog",RTL Bangladesh,Dhaka (GULSHAN 1),Bachelor of Science (BSc) in Computer Science & Engineering / Computer Science / Information Technology Master of Science (MSc) in CSE / Computer Science / IT / Software Engineering,FullTime,Office,2,Tk. 25000 - 30000 (Monthly),2026-09-19,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535407
Chief Solutions Architect,Artificial intelligence (AI); Cloud Platform; Data centre; Hardware & Networking; Solution Architect; VMware,"10 to 15 years The applicants should have experience in the following business area(s): IT Enabled Service, Call Center, Business-to-Business (B2B) Software and Services Startup",Infratech Consultants Limited,Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering Bachelor of Science (BSc) in Electrical & Electronic Engineering Master of Business Administration (MBA) Master of Science (MSc) in Computer,FullTime,,1,Negotiable,2026-09-19,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535333
"Senior Executive, IT",Computer Repair & Servicing; Installation and Maintenance; Software Installation; Data Entry - English & Bengali; Firewall Administration; Hospital Pharmacy; Mikrotik Administration; Physical Instructor; SEO and Digital Marketing; Social Media Management,"At least 3 years The applicants should have experience in the following business area(s): College, Diagnostic Centre, Hospital",PRIME MEDICAL COLLEGE HOSPITAL (PMCH),Rangpur,Diploma in Computer Science,FullTime,Office,1,Tk. 15000 (Monthly),2026-09-19,2026-10-05,bdjobs.com,https://bdjobs.com/h/details/1535247
Web Master / IT Officer (IT Division),Content Management Systems; JavaScript; Odoo and Python,2 to 5 years,Stamford University Bangladesh,Dhaka (Siddheswari),Bachelor of Science (BSc) Master of Science (MSc) Educational Requirements: The Candidate must have SSC and HSC with a GPA of minimum 3.50 on scale of 5.00 in both levels. The candidate must have 04 y,FullTime,,1,Negotiable,2026-09-19,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1535213
Chief Information Technology Officer (IT Division),CISSP; Enterprise Systems,10 to 15 years,Stamford University Bangladesh,Dhaka (Siddheswari),Bachelor of Science (BSc) Master of Science (MSc) Educational Requirements: The Candidate must have SSC and HSC with a GPA of minimum 3.50 on scale of 5.00 in both levels. The candidate must have mini,FullTime,,1,Negotiable,2026-09-19,2026-09-28,bdjobs.com,https://bdjobs.com/h/details/1535208
Computer Lab Attendant,Lab Maintaining; Computer Hardware Maintenance; Troubleshooting; Software Installation,NA,Ranada Prasad Shaha University,Narayanganj,Bachelor of Science (BSc) in Computer Science & Engineering A Bachelor`s degree in CSE/ICT/SE is acceptable. Diploma from a recognized Polytechnic Institute.,FullTime,,1,--,2026-09-19,2026-10-15,bdjobs.com,https://bdjobs.com/h/details/1534776
Management Trainee Officer - Sales Automation,Data Analytics; MIS; Monitoring and Reporting; Presentation skill; Sales; Sales & Marketing; Sales Automation; Data analysis; Quality Control; Sales proceed collection; Sales Reporting,NA,PRAN Group,Anywhere in Bangladesh,"Master of Business Administration (MBA) in Marketing, Finance & Banking, Accounting & Information System, Management Information System Master of Science (MSc) in Computer Science & Engineering Bachel",FullTime,Office,1,--,2026-09-19,2026-09-25,bdjobs.com,https://bdjobs.com/h/details/1535315
Digital Marketing Expert,Digital Content Development; Digital Marketing; Digital Marketing (Social Media Marketing); SEO and Digital Marketing; Search Engine Optimization (SEO); Google Sheets; Google analytics; Google Ads,"2 to 5 years The applicants should have experience in the following business area(s): Advertising Agency, BPO/ Data Entry Firm, Consulting Firms, Development Agency, Direct Selling/Marketing Service Company, IT Enabled Service, Research Organization, Software Company, Training Institutes, Web Media/Blog",Digital Marketing Solution,Dhaka (Uttara Sector 6),"Bachelor degree in any discipline Graduate or Undergraduate in any discipline. Candidates from Marketing, BBA, Computer Science, Information Technology, or related fields will receive preference.",FullTime,,5,Tk. 20000 - 40000 (Monthly),2026-09-19,2026-10-16,bdjobs.com,https://bdjobs.com/h/details/1534520
Executive - TSD (Technical Service Department),Technical Skill; Technical Service; Technical Support Engineer; mechanical maintenance,NA,CYANIC CALIX,Dhaka (Uttara Sector 1),Bachelor of Science (BSc) in ME or EEE from any reputed Public or Private University Freshers are encouraged to apply. Both male & female candidates are eligible to apply,FullTime,Office,1,Negotiable,2026-09-19,2026-10-10,bdjobs.com,https://bdjobs.com/h/details/1535266
IT Support Officer,CCNA (Cisco Certified Network Associate); Collaboration and Teamwork; Communication; Computer Troubleshooting; Digital Marketing (Social Media Marketing); Hardware Engineer; IT Support Service; Linux; Office Administration; Windows OS; IT System Management; Social Media Management; LAN; WAN,"1 to 3 years The applicants should have experience in the following business area(s): Architecture Firm, Engineering Firms, Garments Freshers are also encouraged to apply.",BIM Envision,Dhaka (Uttara Sector 10),Diploma in Computer Diploma in Electrical,FullTime,Office,1,Tk. 10000 - 20000 (Monthly),2026-09-18,2026-10-19,bdjobs.com,https://bdjobs.com/h/details/1535174
Senior IT Security Officer,IT Support Service; Cyber Security; IT Security; Database management,5 to 8 years The applicants should have experience in the following business area(s): Software Company,Indetechs Software Limited.,Anywhere in Bangladesh,"Bachelor of Science (BSc) in Information Technology Bachelor’s degree in Cyber Security, Information Technology, Computer Science, Information Assurance , or equivalent experience.",FullTime,,1,Negotiable,2026-09-18,2026-10-18,bdjobs.com,https://bdjobs.com/h/details/1535140
Software Engineer (Android/iOS),Android; Android application development; Clean Code; Software Development; Software Engineering,NA,Avian BPO & IT,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Computer Engineering, Computer Science",FullTime,Office,1,Tk. 45000 - 45001 (Monthly),2026-09-17,2026-10-17,bdjobs.com,https://bdjobs.com/h/details/1535095
Senior Full-Stack Developer (Backend-Focused - Technical Team Lead),API Development; Database design; E-Commerce products; Nest.js; Node and TypeScript; Project Management; SaaS; Software Development; Team Leader (Software); Tenant Management; Full Stack Development; Next.js; TypeScript,"5 to 8 years The applicants should have experience in the following business area(s): BPO/ Data Entry Firm, Business-to-Business (B2B) Software and Services Startup, IT Enabled Service, Software Company",Infoloom Systems Ltd.,Dhaka,,FullTime,Office,1,Tk. 50000 - 70000 (Monthly),2026-09-17,2026-10-01,bdjobs.com,https://bdjobs.com/h/details/1534648
"Junior Officer, ERP",Linux server; VMware; Windows Server; Network Engineering,NA,SQUARE Pharmaceuticals PLC.,Dhaka (Uttara Sector 7),Bachelor of Science (BSc) in Computer Science Diploma in Computer B.Sc. / Diploma in Computer Science.,FullTime,Office,1,--,2026-09-17,2026-09-26,bdjobs.com,https://bdjobs.com/h/details/1535069
Programmer/ Sr. Programmer,.Net Framework; Documentation; MS SQL Server.; Software design,"4 to 6 years The applicants should have experience in the following business area(s): ISP, IT Enabled Service, Software Company, Technical Infrastructure, Computer Hardware/Network Companies",Square InformatiX Limited,Dhaka (Mohakhali),Bachelor of Science (BSc) in Computer Science & Engineering BSC in CSE from any reputed Public/Private university Training on MS SQL Server will be an added advantage,FullTime,Office,2,Negotiable,2026-09-17,2026-10-17,bdjobs.com,https://bdjobs.com/h/details/1535002
"Senior Manager, IT & Systems",Database Administrator (DBA); IT Governnce; IT Infrastructure and Network Implementation; Linux System; Red Hat Linux; Windows Server,"8 to 14 years The applicants should have experience in the following business area(s): ISP, Telecommunication",Link3 Technologies Limited,Dhaka (Gulshan),"Bachelor of Science (BSc) in Computer Science & Engineering, Electrical & Electronic Engineering, Electronics and Telecommunication Engineering ITIL Foundation Certification RedHat or equivalent Certi",FullTime,Office,1,Negotiable,2026-09-17,2026-10-17,bdjobs.com,https://bdjobs.com/h/details/1534956
Junior Consultant / Consultant,ISO 27001,2 to 4 years,A Reputed Consultancy Firm,Dhaka,Bachelor of Science (BSc) in Computer Science & Engineering Graduation in CSE (Computer Science & Engineering) or any other Engineering discipline from a reputed university,FullTime,,2,Negotiable,2026-09-17,2026-10-17,bdjobs.com,https://bdjobs.com/h/details/1534997
"Officer, UI/UX Designing",Continuous Improvement; UI; UX Design,1 to 5 years The applicants should have experience in the following business area(s): Banks,A Private Commercial Bank,Dhaka,,FullTime,,1,Negotiable,2026-09-17,2026-09-23,bdjobs.com,https://bdjobs.com/h/details/1534920
Graphics Design Trainer,Adobe Photoshop; Adobe Illustrator and Adobe Photoshop; Adobe XD Figma Sketch; Teaching; Training; Training & Development,At least 3 years,Beacon IT,Chattogram,,PartTime,Office,2,Tk. 20000 - 40000 (Monthly),2026-09-17,2026-09-26,bdjobs.com,https://bdjobs.com/h/details/1534617
Assistant Engineer/Engineer (POP In-Charge),Fiber Optic Transmission; FTTX technology; LAN; WAN; Network Infrastructure; OLT and ONU; Operation & Maintenance; Radio Link; Vendor Management; Wireless,At most 4 years The applicants should have experience in the following business area(s): IT Enabled Service,ADN Telecom Limited,"Barishal, Dhaka, Rajshahi",Diploma in Engineering,FullTime,Office,4,Negotiable,2026-09-17,2026-10-17,bdjobs.com,https://bdjobs.com/h/details/1534859
Executive - Marketing And Sales,Customer Comuunication; Microsoft Excel; Microsoft Word; Sales & Marketing; Salesman; Sales Target Achievement; Consumer Durables - Sales & Marketing,At least 2 years The applicants should have experience in the following business area(s): IT Enabled Service,netBiz Technologies,Anywhere in Bangladesh,,FullTime,Office,5,Negotiable,2026-09-17,2026-09-25,bdjobs.com,https://bdjobs.com/h/details/1534761
"Android Developer (Java & Kotlin), IT",Flutter; Java; jetpack; Kotlin; REST APIs; Android application development; Technical knowledge,"At least 2 years The applicants should have experience in the following business area(s): Group of Companies, IT Enabled Service, Manufacturing (FMCG)",Meghna Group of Industries.,Dhaka (Gulshan),Bachelor of Science (BSc) in Computer Science & Engineering,FullTime,Office,1,Negotiable,2026-09-17,2026-10-01,bdjobs.com,https://bdjobs.com/h/details/1534745
SOC Manager,Operations Management; Customer Complaint; Root Cause Analysis; Process optimization; Customer Relationship,"At least 5 years The applicants should have experience in the following business area(s): Telecommunication, Multinational Companies, Technical Infrastructure",ZTE Corporation,Anywhere in Bangladesh,"Bachelor in Engineering (BEngg) in Computer Science & Engineering, Electronics and Telecommunication Engineering, Electrical & Electronic Engineering Bachelor’s degree or above in EEE,CSE or any relat",FullTime,,1,Negotiable,2026-09-17,2026-10-17,bdjobs.com,https://bdjobs.com/h/details/1534732
Senior Security Engineer,API Development; Cyber Security; IT Security; Linux; Network Security; CyberSecurity,"At least 5 years The applicants should have experience in the following business area(s): Group of Companies, IT Enabled Service",A Reputed Group of Companies,Dhaka,"Bachelor of Science (BSc) in Computer Science & Engineering, Information Technology",FullTime,Office,1,Negotiable,2026-09-17,2026-10-01,bdjobs.com,https://bdjobs.com/h/details/1534708
